Amygdala excitatory;Astrocyte;Bergmann glia;Cerebellar inhibitory;CGE interneuron;Choroid plexus;Committed oligodendrocyte precursor;Deep-layer corticothalamic and 6b;Deep-layer intratelencephalic;Deep-layer near-projecting;Eccentric medium spiny neuron;Ependymal;Fibroblast;Hippocampal CA1-3;Hippocampal CA4;Hippocampal dentate gyrus;LAMP5-LHX6 and Chandelier;Lower rhombic lip;Mammillary body;Medium spiny neuron;MGE interneuron;Microglia;Midbrain-derived inhibitory;Miscellaneous;Oligodendrocyte;Oligodendrocyte precursor;Splatter;Thalamic excitatory;Upper rhombic lip;Upper-layer intratelencephalic;Vascular
-2.115281e-02;-9.545270e-02;-2.428192e-02;-8.171199e-03;-9.156775e-03; 6.347972e-03; 2.668058e-02;-3.362070e-02;-4.415910e-02; 3.643727e-02; 9.215545e-03;-9.623318e-02;-8.072976e-02;-9.227289e-02;-1.254583e-01;-8.131569e-02;-6.074844e-02;-3.029845e-02;-3.923143e-02; 6.714488e-02;-3.886218e-02; 7.990431e-04;-3.294812e-02;-8.393940e-03; 1.100621e-01;-8.817937e-02;-1.495087e-02; 1.850036e-02;-4.274523e-03;-5.826567e-02;-8.111407e-02
 1.780236e-02;-2.461296e-02;-6.389184e-02;-2.868294e-03; 7.770812e-02;-7.440680e-02; 1.517650e-02; 4.022996e-04; 8.367557e-02;-2.202049e-02;-2.364763e-02;-2.125087e-02;-3.028292e-02;-1.839889e-02; 1.753724e-02;-2.444078e-02;-1.330387e-02; 4.878266e-02; 2.365646e-02; 3.591153e-02; 3.875114e-02;-1.505119e-02;-7.455596e-02; 7.306476e-02; 8.135024e-02; 7.553177e-02; 4.846971e-02; 2.422296e-02; 4.251668e-03; 5.763875e-02;-4.086483e-02
 1.015657e-01; 3.576456e-02; 9.899941e-02; 7.991300e-02; 1.773481e-01; 6.500525e-02; 3.662393e-02; 4.276867e-02; 3.484677e-02; 1.549116e-02; 1.364494e-01;-2.730631e-02; 5.485299e-02; 9.105930e-02; 7.340805e-02; 3.425435e-02; 8.066301e-02; 9.077392e-03; 4.903114e-02; 9.898992e-02; 9.131166e-02; 3.354857e-02; 1.060128e-01; 5.260347e-02;-3.312533e-02; 5.429405e-02; 8.594305e-02; 1.270777e-01; 7.519870e-02; 6.130312e-02; 4.809352e-03
 5.807704e-03;-3.233460e-02;-5.611074e-02;-3.528064e-02;-1.199533e-02;-3.744980e-02;-6.057254e-03; 2.642841e-03;-2.006937e-02; 1.828497e-02;-4.183613e-02;-1.133180e-02; 7.816730e-04;-4.001894e-02;-1.255711e-01;-1.120042e-01;-6.174288e-04;-1.278909e-01;-3.301883e-02;-1.141048e-01;-5.785856e-02; 3.205715e-02; 1.447556e-02;-2.028922e-02; 2.335213e-02;-5.042220e-02;-7.896053e-02; 3.504163e-02;-1.260136e-02;-1.837425e-02;-1.643863e-02
-3.188639e-02;-2.179749e-02; 1.272190e-02; 5.527939e-03;-8.799884e-03;-4.558365e-02;-1.777217e-02; 2.169038e-02; 2.596464e-02; 2.235004e-02;-1.339728e-02;-6.499650e-02;-2.922324e-02; 1.655071e-02;-4.329823e-02; 5.655077e-02; 4.879654e-02; 2.002814e-02; 3.300993e-02; 1.163789e-03; 1.501699e-02; 6.795086e-02; 4.445421e-02; 1.772961e-02;-6.911724e-02; 2.452136e-03; 1.815813e-02; 8.895009e-02;-6.210080e-03; 3.716117e-02; 2.524246e-03
-7.726276e-02;-6.725629e-02;-9.779643e-02;-5.657955e-03; 8.169068e-04;-2.810779e-02;-5.875557e-02;-3.739631e-02;-3.349452e-02;-5.675542e-02;-1.727019e-03;-9.121603e-02;-9.913598e-02;-9.469960e-02;-6.434987e-02;-4.192531e-02;-2.474971e-02;-3.477354e-02;-8.571090e-02;-6.604597e-03;-2.284314e-04;-4.283722e-02;-3.529156e-02;-7.958187e-02;-3.918566e-02; 5.878868e-02; 2.187264e-03;-3.189829e-02;-4.728042e-02;-8.596601e-02;-7.239266e-02
-3.434805e-02; 3.227074e-02;-2.883166e-02; 7.543140e-03;-1.848532e-02; 4.648580e-02;-1.444654e-02;-2.789126e-03;-5.566421e-02; 5.416535e-03; 8.607914e-03; 5.709633e-02;-2.995081e-02;-2.048822e-02;-3.219844e-02; 4.880807e-02;-3.488118e-02;-8.353477e-02; 2.575032e-04;-6.254104e-02; 6.064121e-02; 1.094460e-02;-5.781003e-02;-6.296809e-02;-4.101199e-02;-3.587894e-02;-3.681307e-02;-2.117854e-02;-6.256685e-03;-2.476266e-02;-2.508583e-02
 1.853845e-02; 1.036357e-01; 1.046985e-01;-5.051116e-02; 5.978151e-02; 1.946414e-01; 2.559899e-02; 1.046134e-02;-8.904972e-03; 1.190322e-01;-1.148629e-02; 5.902543e-02; 1.723971e-02; 5.279792e-02; 8.751504e-02; 3.686904e-02;-1.602451e-02;-4.192121e-02; 1.278465e-01;-3.244136e-02;-4.749579e-03;-6.952206e-02; 2.447773e-02; 8.536744e-03;-8.063600e-02; 1.011573e-01; 2.082781e-02; 4.180942e-02;-1.326962e-01;-1.854309e-03; 5.026719e-02
 7.545104e-02;-5.023184e-02;-4.581832e-04;-8.096006e-03; 5.537915e-02; 6.842117e-02; 1.446795e-02; 4.680623e-02; 8.454474e-02;-2.195181e-02;-2.572783e-02; 1.898562e-02;-6.553629e-02; 6.659546e-02; 1.227063e-01;-1.434545e-02;-3.835073e-02;-7.610151e-02; 6.437719e-03; 4.269684e-02;-1.968418e-02; 3.338527e-02;-1.043055e-03;-1.668440e-02;-4.601306e-02;-4.621301e-02;-1.117082e-02; 2.131903e-02;-1.428428e-02; 1.555520e-02; 8.337261e-03
 2.456653e-02;-1.764455e-02;-1.754973e-02;-4.232612e-02;-1.289241e-02; 8.211213e-02; 1.158900e-02; 1.284381e-02;-1.952246e-02; 5.077908e-02; 3.941595e-02;-5.847452e-02;-4.183359e-02; 1.715929e-02; 5.424460e-02;-9.778196e-03; 7.541843e-03;-1.112591e-02;-9.822370e-04;-1.172862e-02; 5.268299e-02;-5.464746e-02;-6.296656e-02; 1.901029e-02; 1.339580e-02;-3.449841e-02;-6.809552e-03; 2.648355e-02;-5.950529e-02;-3.073733e-03;-7.790687e-02
 2.719891e-02; 1.817202e-02;-5.614647e-02; 3.623374e-02; 7.237925e-02;-1.525173e-01; 2.183706e-02; 4.237937e-02; 3.613630e-02; 6.286136e-02; 5.777637e-02; 2.388220e-02;-8.741224e-02;-8.960716e-03; 2.288644e-02; 1.021696e-01; 5.812530e-02;-4.055469e-02; 1.109226e-01; 7.127851e-03; 1.342934e-02;-1.047753e-01; 7.470102e-02;-6.692877e-03; 1.094965e-02; 6.178694e-02; 3.317726e-02; 1.953838e-02;-5.325878e-02; 5.265454e-02;-7.907668e-02
 4.027144e-02; 1.029470e-01; 1.151060e-01; 7.064054e-02; 1.950009e-02; 7.402403e-02; 4.025574e-02;-9.010368e-03;-2.875433e-02; 2.140342e-02;-2.733015e-02; 6.338511e-02; 3.558035e-02; 1.269927e-02; 1.044489e-02; 2.196599e-02; 4.489095e-02;-9.337352e-02;-3.787000e-02;-8.708144e-02; 3.395235e-02; 1.590990e-01;-4.074950e-02;-3.000681e-02; 4.482358e-02; 3.461793e-02;-1.301971e-02; 3.782600e-02;-6.126458e-02;-2.396581e-02;-2.748434e-02
-5.474870e-03; 2.143473e-02;-8.695789e-03; 1.118357e-02; 3.956277e-02;-6.015389e-02; 6.928423e-02; 4.313887e-03; 2.960444e-02;-4.114826e-02;-1.181160e-02;-4.756807e-03;-5.143921e-02;-3.825643e-02;-4.390328e-02;-6.152713e-02; 2.392069e-02; 7.215221e-04;-4.604714e-02;-2.996088e-02;-9.030863e-03;-9.161647e-02; 5.063345e-02;-6.057337e-03; 9.248256e-02;-7.827857e-02; 4.918781e-03;-5.564024e-03; 2.789990e-02; 3.289365e-02;-4.029835e-02
-9.830164e-03; 2.054088e-02; 9.007362e-02;-1.225555e-02; 2.892909e-02;-1.658797e-01;-1.856153e-02;-2.743434e-02;-5.151541e-02;-2.451844e-02;-7.886592e-03;-4.831561e-02;-6.684912e-02; 1.842439e-02; 4.347050e-02; 2.695698e-04;-1.045906e-02;-5.315021e-02; 4.429584e-03;-8.176214e-02; 4.130879e-03; 2.327689e-02;-4.550448e-02;-1.258495e-02;-8.233912e-03;-1.607033e-02;-1.943099e-02;-3.829815e-02;-2.737390e-02;-1.986547e-02;-5.344526e-02
-6.471664e-02; 1.300877e-01; 1.437820e-01; 2.344257e-02; 5.781077e-02; 1.597950e-01; 7.995046e-02;-3.498256e-02;-2.217142e-02; 2.609570e-02; 5.132881e-02; 5.362623e-02; 1.279783e-01;-7.650065e-02;-7.709238e-02;-6.621970e-02; 2.212456e-02;-1.651222e-02; 3.396210e-04; 5.442387e-02; 3.016509e-02; 3.939741e-02; 9.677235e-02;-2.850591e-02; 1.002978e-01; 6.364688e-02;-3.446678e-02;-2.895928e-02; 8.354195e-02;-1.236639e-02; 3.268727e-02
 5.684937e-02; 4.299051e-02; 4.587096e-02; 4.959595e-03;-3.289180e-02;-1.047709e-01; 2.877996e-02;-4.864715e-02; 4.594762e-02; 2.380182e-02; 1.001198e-02; 1.274347e-03;-2.411413e-02;-4.516054e-03; 4.901333e-02; 6.914732e-02; 7.159197e-04;-1.439037e-02; 1.705508e-02;-4.377101e-03; 1.156560e-01;-4.405962e-02; 6.724770e-02;-7.762408e-03;-1.740753e-02; 6.540909e-02; 1.977252e-02;-4.425458e-02; 1.719963e-02; 3.268887e-02;-2.490465e-02
 9.937716e-03;-3.472420e-02;-7.168984e-02;-4.287204e-02; 2.299066e-02;-2.000416e-01;-1.798713e-02;-1.602412e-02; 2.534999e-02; 9.388021e-02;-4.612821e-02;-8.441979e-02;-1.744405e-01;-4.781910e-02; 5.215960e-02; 4.183631e-02;-7.943957e-02;-1.276873e-02;-5.073257e-02;-5.058494e-02; 4.541155e-02;-2.963772e-02;-5.524525e-02;-2.778475e-02;-7.565402e-02;-9.079755e-03;-1.492666e-02;-8.439046e-02;-2.157116e-02;-1.378445e-02;-1.194213e-01
-2.885723e-02;-4.539645e-02;-3.982002e-04;-9.334423e-02;-5.859595e-02; 1.252343e-01;-1.014902e-01;-7.298800e-02;-9.654277e-02;-9.693932e-02; 3.817201e-02;-1.236288e-02; 7.818819e-02;-1.127988e-01;-4.741983e-02;-8.532637e-02;-2.803146e-02;-6.796033e-02;-2.764633e-02;-2.952521e-02; 7.122876e-02;-1.143358e-01;-5.885280e-02;-4.929822e-02;-1.013880e-01;-1.572841e-01;-4.244199e-02;-1.639931e-02;-4.619177e-02;-1.118542e-01; 1.248551e-01
-7.821289e-02; 1.471747e-01; 9.777408e-02;-2.276128e-02; 7.967969e-02; 8.043109e-02; 2.787565e-02;-5.780444e-02;-5.994823e-02;-4.628570e-02;-2.488482e-02; 1.461213e-02; 9.516683e-02;-6.547637e-02;-5.382214e-02; 5.255246e-02;-7.677102e-02;-1.664505e-02;-2.865184e-02; 1.232266e-01;-1.831100e-02; 9.928396e-02; 1.050117e-02;-2.624775e-02; 7.652121e-02; 8.876786e-03;-4.075021e-05; 6.145798e-02; 2.915881e-02;-8.182944e-02; 5.510752e-02
-3.528518e-02; 1.188096e-01; 7.089468e-02;-6.762721e-02;-7.111107e-02;-8.262770e-03;-2.654241e-02;-2.689707e-03; 1.508481e-02; 2.918846e-02;-8.023995e-02; 5.737886e-02; 2.517931e-02;-1.197421e-01;-1.164379e-01;-1.075854e-01;-3.861723e-02; 5.606590e-02;-5.131413e-02; 3.124679e-02;-3.520221e-02; 7.383561e-02; 8.380817e-03;-2.975767e-03;-1.787473e-02; 3.824313e-02;-9.014977e-03;-1.861792e-02;-6.317809e-02;-4.637607e-02; 7.876209e-02
 7.468138e-02; 4.393823e-03; 5.553775e-02;-2.418619e-02; 7.620362e-02;-9.766324e-02;-4.238709e-02; 4.089246e-02; 1.795271e-02;-2.709287e-02;-8.998788e-03;-6.452071e-02;-7.058836e-02; 7.621934e-02; 1.117400e-01; 3.772119e-02;-3.234873e-03;-8.599528e-03;-2.998533e-02;-4.553616e-02; 1.400434e-02;-4.786390e-02;-4.216015e-02;-2.262666e-03;-6.283106e-02;-1.831161e-02;-4.419941e-02;-4.601451e-02;-9.441970e-04; 2.746293e-02;-1.111103e-01
-3.910973e-02;-4.042845e-02; 3.208222e-03; 3.941207e-03;-9.509048e-03;-8.845322e-03;-2.557788e-02;-2.192321e-02; 8.235198e-02;-2.388824e-02;-6.351246e-02;-6.336163e-02; 9.803009e-04; 1.296159e-02;-7.272432e-02;-7.073091e-02; 1.828300e-02; 2.004772e-02; 2.734481e-02; 6.645155e-03;-4.898473e-02; 8.787228e-03; 3.940278e-02;-1.799269e-03; 6.724240e-03;-8.068595e-02;-5.994997e-03; 2.788049e-02; 7.655344e-03; 4.709221e-02;-1.573384e-02
 3.071233e-03;-1.597916e-02; 2.943814e-02;-8.688198e-02; 5.914115e-03; 5.392079e-02;-3.863725e-02;-6.509918e-03; 2.601903e-02; 6.616518e-02;-4.578746e-02; 1.736905e-02; 4.559281e-03; 2.785541e-02;-3.311411e-03;-2.812295e-02;-6.155390e-02;-5.936098e-02;-4.735820e-02; 5.829211e-02; 6.016882e-03; 9.827966e-03;-6.508577e-02;-1.638694e-02; 2.339106e-02;-5.266512e-02;-3.410424e-02;-9.919802e-03;-3.635979e-02; 1.634829e-03;-3.171368e-02
-4.185284e-02;-6.570173e-02; 5.359250e-05;-8.118787e-02;-5.112621e-02; 5.429953e-02; 1.005514e-01;-6.555872e-02;-8.381289e-02;-3.094736e-02; 2.614230e-02;-1.488088e-02;-1.043466e-01;-7.630253e-02;-9.410896e-02;-3.236112e-02;-3.063734e-02; 2.525744e-02;-6.006819e-02;-2.817399e-02; 3.682815e-02;-4.452419e-02; 2.726884e-02; 1.665248e-02; 1.011172e-01; 1.002638e-01; 1.818000e-02; 8.372780e-02;-1.028334e-01;-5.355252e-02;-1.043578e-01
 1.402633e-02; 5.595460e-02; 1.446905e-01; 8.791716e-03;-2.725951e-02;-4.603504e-02; 2.581468e-02;-7.374391e-03;-5.836599e-02;-1.383244e-02;-5.387857e-02; 1.169586e-01;-2.110993e-02; 7.647701e-02; 1.080850e-01; 1.023619e-02;-3.579040e-02; 9.627841e-02; 1.491323e-02;-5.899431e-03;-1.352002e-02;-8.422370e-02; 5.653798e-02;-2.522870e-04;-3.680898e-02;-1.538469e-04; 3.544688e-02;-1.232412e-02;-6.360695e-02;-2.274093e-02;-7.575766e-02
-5.720181e-04;-9.169471e-02;-5.752394e-02;-3.322908e-03;-5.185051e-03; 5.980679e-02; 6.985351e-03; 1.414814e-01; 1.308142e-01; 1.145347e-01;-4.657596e-02; 1.435166e-02;-1.328261e-02; 1.137065e-01;-1.147232e-02;-7.996364e-03; 3.745207e-02;-3.131218e-02; 9.843432e-02; 3.409973e-02;-5.363158e-03;-8.874323e-03; 1.264282e-02; 1.025009e-01; 2.199902e-02;-5.286413e-02; 4.269480e-02; 1.309985e-02;-1.090845e-02; 7.241151e-02; 4.327051e-02
-1.847066e-02; 1.379491e-01; 6.582385e-02;-6.051551e-02; 2.925413e-02; 8.015940e-02; 2.821552e-02;-3.768786e-02;-8.866847e-02;-7.548130e-02;-3.374378e-05; 1.639621e-01; 1.541177e-02;-8.350795e-02;-3.543369e-02;-4.891837e-02;-8.120754e-02; 4.327904e-02;-3.051532e-02;-4.367388e-02; 2.970766e-02;-1.114162e-02; 8.447289e-02;-1.642650e-02; 7.460462e-02; 3.641974e-02; 4.158038e-02;-7.487793e-03;-3.355279e-02;-4.304665e-02; 1.710816e-02
 5.179860e-03;-1.317089e-02;-6.488501e-02;-5.768047e-02;-5.719636e-02;-1.477095e-02;-1.553557e-02; 3.658582e-02; 3.850665e-02; 3.154544e-02;-4.954817e-03;-2.980610e-02; 4.849954e-02;-4.584352e-02;-5.951151e-02; 6.161750e-02;-4.636663e-02; 1.509485e-02;-7.508415e-02; 6.548679e-02; 2.155599e-02;-7.926728e-02; 2.269157e-03;-2.572012e-02; 4.361596e-02;-6.781228e-02;-2.828678e-02;-3.515365e-02; 4.307376e-02;-2.464784e-02;-4.883066e-02
 2.050322e-02; 1.071717e-01; 1.540593e-01; 1.820247e-02;-5.772903e-02; 5.581725e-02; 3.347825e-02;-8.275492e-02;-5.857981e-02;-2.550248e-02; 4.499997e-02; 2.057358e-02;-1.709251e-02; 8.533519e-02; 7.573124e-02; 4.446989e-02;-9.573721e-03;-6.535024e-02;-3.518852e-02; 2.242445e-02; 1.102544e-02;-1.201689e-02;-2.715247e-02;-1.154206e-02; 3.750046e-02; 5.327544e-02; 2.569461e-03;-3.387440e-02; 6.396143e-02; 2.517230e-02;-7.335881e-03
-4.066145e-02; 4.639699e-02; 1.849544e-02;-9.968359e-02;-6.151256e-02; 1.352233e-01; 2.325262e-02;-7.991122e-02;-8.288262e-03;-1.421690e-01;-6.266298e-02; 2.461374e-02;-1.861481e-03;-7.270891e-02; 3.346665e-02; 1.666873e-02;-5.148489e-02; 3.539665e-03;-5.135497e-02; 6.629206e-02;-9.281700e-02; 5.948314e-02;-4.290018e-02; 5.208664e-03; 2.967450e-02;-8.623649e-03;-6.361437e-02;-4.305861e-02;-1.408307e-02;-7.895195e-02;-2.360184e-02
 3.906088e-02;-6.780177e-02;-3.916364e-02;-2.279752e-02; 8.164703e-02;-1.014332e-01;-5.944860e-02; 1.075373e-02;-6.266358e-03;-3.239191e-02;-5.195913e-02;-5.909420e-02; 1.765045e-02;-6.382807e-02;-2.616575e-02; 7.179554e-02; 3.428185e-02; 8.197593e-02; 1.366564e-02; 9.935931e-02;-1.581119e-02; 7.121643e-03; 8.233642e-02; 2.435122e-02;-3.348166e-02;-6.549892e-02; 8.079489e-03; 7.232593e-02; 8.489284e-02; 8.702344e-02;-7.620364e-02
-5.766496e-02; 5.883583e-02; 7.006445e-02;-4.461450e-02;-7.673762e-02; 9.088409e-03;-4.157519e-02;-3.520340e-02;-3.540711e-02;-2.676181e-02;-4.935315e-02; 5.010728e-02;-3.210855e-02;-6.052040e-02;-2.266559e-02;-3.391634e-02;-1.291789e-01;-4.949092e-02;-1.426133e-01; 2.132744e-02;-1.622564e-02; 1.148868e-01;-5.433669e-02;-2.694094e-02;-6.612225e-02; 3.035755e-02;-8.061704e-02;-3.674020e-02; 4.286227e-02;-8.534039e-03; 1.077013e-01
 3.675338e-02;-3.985301e-02;-3.626666e-02;-5.199499e-02; 9.320844e-03; 8.499050e-02;-2.482318e-02;-3.740856e-03;-1.103926e-02; 3.545379e-02; 5.345209e-02;-2.734130e-02; 3.728578e-02;-3.015699e-02;-4.665337e-02; 1.308109e-02; 4.271974e-02; 9.892694e-02; 2.548877e-02; 5.748054e-02; 8.140052e-02;-7.630419e-02;-3.322641e-02;-4.195836e-02;-1.537399e-02;-8.910847e-02; 6.547109e-02; 9.124628e-02; 1.828394e-02; 1.260710e-02;-6.154217e-03
-6.846199e-02; 1.582790e-02; 1.647868e-02;-3.016296e-02;-7.957358e-03; 2.045729e-01; 8.276095e-02;-6.908775e-02;-6.672076e-02; 6.799090e-02;-6.155629e-02; 2.672921e-02; 3.606858e-02;-1.387276e-01;-8.329601e-02;-1.216362e-01; 1.796990e-02; 3.434584e-02; 4.631744e-02; 3.853523e-04;-2.302301e-02; 9.303124e-03; 2.833944e-02;-4.014393e-02; 4.235324e-02; 9.499295e-02;-2.055357e-02; 4.477022e-02;-4.804498e-03;-9.987166e-02; 1.984212e-03
 8.454367e-02; 1.393709e-02; 3.946286e-02;-6.579264e-02; 1.304934e-02;-7.269849e-02;-4.778167e-02;-7.018068e-03; 4.815084e-03; 8.606704e-03; 6.786140e-02;-9.946592e-02; 7.010553e-03; 5.198823e-02;-1.839155e-02; 8.534673e-02;-3.928716e-02;-1.082011e-01;-7.730653e-02;-5.817359e-02; 7.390867e-02;-2.398188e-03;-8.881898e-02; 4.931038e-02;-2.832679e-02;-1.021022e-01;-8.239270e-02;-1.944498e-02;-2.053583e-02; 1.049193e-01;-2.841768e-02
-4.814230e-02; 7.440397e-02; 8.951540e-02;-6.313035e-02;-2.577315e-02; 4.787346e-02;-5.209184e-02;-3.267443e-02;-4.641533e-02;-3.636668e-02;-3.146602e-02; 2.727257e-01;-4.849027e-02;-1.757352e-02;-1.135796e-01;-6.681477e-03;-8.452253e-02;-4.729169e-02;-1.048127e-01;-7.312210e-02;-2.143130e-02;-5.256506e-02;-5.114875e-02;-1.071787e-02;-5.557922e-02;-4.453295e-02;-9.116271e-02; 5.938019e-02; 1.471992e-02;-2.856782e-02;-6.119312e-02
-1.533918e-02;-7.703434e-02;-1.095865e-01;-4.557016e-02; 1.856686e-02;-1.336450e-02;-3.003094e-02;-2.578539e-02;-3.362182e-02; 1.830134e-01; 1.031027e-02;-1.083425e-01; 4.573355e-03;-6.077649e-02;-3.809269e-02;-5.722145e-02; 1.353723e-02; 5.117039e-02; 1.109763e-01; 1.808249e-01; 5.291052e-02;-1.015499e-01;-1.996158e-03;-3.053480e-02;-7.430063e-02;-1.248507e-02; 3.157247e-02; 7.147169e-02;-3.644429e-02;-3.286240e-02;-8.159530e-02
 3.300545e-02;-7.837605e-02;-1.577368e-02; 4.593570e-03; 2.528758e-02; 3.996637e-02;-6.028702e-02;-2.462213e-02; 2.701210e-02; 1.304242e-03;-3.358754e-02;-1.912254e-02; 9.947432e-02;-1.419781e-02;-1.090384e-01; 7.156954e-02; 2.889917e-02;-3.391130e-02;-2.644794e-03; 5.075232e-03; 4.197282e-02;-6.889744e-02; 4.930344e-02; 1.655596e-02;-1.823499e-02;-6.331054e-02;-1.638850e-02;-6.201349e-04;-2.145002e-02; 9.043270e-02;-1.696804e-03
 4.772763e-02; 9.423065e-02; 8.112311e-02; 7.129907e-02; 1.070708e-01; 1.788088e-01; 3.046561e-02; 6.984858e-02;-3.628886e-03;-6.533951e-03; 1.124737e-01; 8.495402e-02; 1.359427e-01; 9.989298e-02;-1.042793e-03;-2.544351e-02; 1.071986e-01; 4.616160e-02; 8.770398e-02;-6.776001e-02; 9.848471e-02;-2.964018e-04; 3.110904e-02; 7.466274e-02; 2.206067e-02; 1.014950e-01; 4.575867e-02;-5.282971e-02; 8.783100e-02; 1.832840e-02; 1.007996e-01
 4.885230e-02; 2.120762e-02;-7.157722e-02;-3.840072e-02;-5.900196e-02; 2.798010e-02; 9.291557e-03;-4.740406e-02; 1.163422e-02;-4.057237e-02; 1.947226e-02; 3.109745e-02;-8.138983e-02; 1.448194e-02;-2.891152e-02;-2.455480e-02;-1.158616e-01;-3.084982e-02;-4.309397e-02; 3.110856e-02; 8.174116e-02;-4.284341e-02;-1.164262e-01; 5.892371e-03; 1.068271e-02;-8.853656e-02;-7.420633e-02;-1.010388e-01;-5.425124e-03; 3.624098e-02; 8.398173e-02
 1.286018e-02;-1.792802e-02;-1.953068e-02;-5.712811e-02;-6.763086e-02;-1.528504e-02;-6.628496e-02;-5.583267e-02;-5.067473e-02;-9.310789e-02;-1.648274e-03;-1.489007e-02; 2.392894e-02;-9.001606e-03;-4.439237e-02; 2.706228e-03;-2.605776e-02;-2.046127e-02;-3.695728e-02;-5.954169e-02; 8.419683e-02;-1.124537e-01;-4.950737e-02;-2.092653e-02;-7.562501e-02;-1.320536e-01; 1.469177e-02;-1.357051e-02;-2.157003e-02;-5.598986e-02; 5.901210e-02
-2.528216e-03; 4.979895e-02;-2.380799e-03; 2.664950e-02;-4.281558e-02; 3.123862e-02; 1.494214e-02;-8.486787e-04; 1.818745e-02; 1.220014e-01;-1.301328e-02; 6.628212e-03; 5.769152e-02;-6.366250e-02;-8.604982e-02; 1.682070e-02; 9.421751e-02; 5.776662e-02; 4.346917e-02; 3.865569e-02; 4.089978e-02; 1.300174e-01; 2.521760e-02; 6.854657e-03; 5.229954e-02;-2.946929e-02; 9.430221e-03; 1.622087e-02; 4.650958e-03; 1.249976e-02; 8.902816e-02
-1.757936e-02; 7.852734e-02; 1.021411e-01;-1.836571e-02;-1.302057e-02; 7.772893e-02; 5.067728e-02;-4.522268e-02;-3.972057e-02;-1.417791e-01;-3.810305e-03; 1.295094e-01; 7.796840e-02;-6.606096e-02;-4.972289e-02;-4.701378e-02; 8.463695e-03; 2.477069e-02;-4.356467e-02; 2.929975e-02;-4.986418e-02; 1.060505e-01;-5.683472e-02;-3.783328e-02; 4.782712e-02; 8.665060e-02; 1.439462e-03;-3.964865e-02; 5.150701e-02;-1.325174e-02; 1.396936e-01
-2.923407e-02;-1.884757e-02;-4.603467e-02; 7.195980e-03;-2.774877e-02; 1.997431e-02;-3.012094e-02;-1.742178e-02;-1.204220e-02;-3.009570e-02;-4.460049e-02;-1.986708e-02;-5.674996e-02;-2.467341e-02;-1.430869e-02;-2.498899e-02;-2.995232e-02; 9.012899e-03; 2.165222e-02; 6.474771e-02; 7.702578e-03; 4.292998e-02; 3.703928e-02; 6.555307e-03;-2.233205e-02;-1.061308e-01; 1.573323e-02;-7.025565e-03; 5.117382e-03;-3.658163e-02; 3.809549e-02
-4.405454e-02; 1.594269e-01; 1.450102e-01;-5.197894e-02;-1.340836e-02;-2.129022e-03; 7.510346e-02;-6.439697e-02; 1.814996e-03;-1.214394e-01;-3.666444e-02; 2.192051e-02;-3.653707e-02;-7.148435e-02;-2.253428e-02;-2.740308e-02;-6.410134e-02;-8.867608e-02;-6.192495e-02;-1.412093e-01; 1.859803e-03; 1.011166e-01;-4.926539e-02; 4.803809e-03; 1.059433e-01; 2.579237e-02;-5.167126e-02;-9.191409e-02;-4.833069e-02;-6.249963e-03; 5.416530e-03
-5.668739e-04; 2.053564e-02; 4.874919e-02; 3.120347e-02;-2.963989e-02;-1.226526e-01; 1.951893e-02;-7.151142e-02;-5.901954e-02;-1.645113e-02; 6.361827e-02; 8.937678e-02; 8.135526e-02;-1.236843e-01;-1.210073e-01;-5.411963e-02; 6.296094e-02;-9.764642e-02;-7.609890e-02;-7.641551e-02;-7.318820e-03;-9.582753e-02; 7.689068e-03;-6.194999e-02;-2.285416e-02; 7.720919e-02; 2.939070e-03; 1.303805e-01;-1.084047e-01;-2.186662e-03;-5.306494e-02
 6.668303e-02; 5.570570e-02; 4.443181e-02;-5.450781e-02;-4.203993e-02; 1.147478e-03;-1.762641e-02;-9.950574e-02;-7.177281e-02;-8.801997e-02;-1.232303e-02;-2.493531e-02; 1.091931e-02;-7.255817e-02;-3.569052e-02; 4.051661e-02;-2.347241e-02;-4.370187e-02;-5.591501e-02;-5.675607e-02;-3.349723e-03;-6.444225e-02;-1.108773e-01;-1.835858e-02;-8.941924e-03;-5.470830e-02; 1.642309e-02;-9.301594e-02;-5.284787e-04;-3.961112e-02; 3.828539e-02
-5.857801e-02; 9.904929e-02; 1.695818e-01;-6.347525e-02;-1.482716e-02; 9.434545e-02; 9.575700e-03;-7.689698e-02;-9.227784e-02;-1.091259e-01;-6.170596e-02; 1.176314e-01; 3.661690e-02;-4.435697e-02;-8.375689e-02;-5.969300e-02;-6.713577e-02;-7.279475e-04;-4.788765e-02;-1.507978e-02;-3.487755e-02;-4.198083e-02;-6.065638e-02;-7.185562e-02;-2.351917e-02; 8.295104e-03;-5.995544e-02;-2.464687e-02; 3.155442e-02;-9.806531e-02; 4.304706e-02
 4.528168e-02; 1.291828e-01; 1.146546e-01; 9.207419e-02; 2.129695e-03; 7.191794e-02; 2.040674e-02; 6.048617e-02; 6.583260e-02; 6.123336e-02; 6.509320e-02; 3.030895e-02;-1.251893e-02; 6.334954e-02; 6.429935e-02; 5.451709e-02; 1.863833e-02; 9.210020e-02; 5.017347e-02; 1.435109e-02; 3.949383e-02; 1.202925e-02; 5.099035e-02; 5.591428e-02; 3.753615e-02; 7.868421e-02; 3.565345e-02; 1.803258e-02; 2.092886e-02; 1.648208e-02; 4.068192e-02
