"hgnc_symbol"	"h_entrez_id"	"mgi_symbol"	"mgi_accession_id"	"ensembl_gene_id"
"OR5M3"	219482	"Or5m3b"	"MGI:3030867"	"ENSG00000174937"
"OR5M8"	219484	"Or5m8"	"MGI:3030865"	"ENSG00000181371"
"OR5M9"	390162	"Or5m9"	"MGI:3030868"	"ENSG00000150269"
"OR5M9"	390162	"Or5m9b"	"MGI:3030870"	"ENSG00000150269"
"OR5P2"	120065	"Or5p50"	"MGI:3030303"	"ENSG00000276025"
"OR5P2"	120065	"Or5p50"	"MGI:3030303"	"ENSG00000280931"
"OR5P2"	120065	"Or5p50"	"MGI:3030303"	"ENSG00000183303"
"OR5P2"	120065	"Or5p51"	"MGI:3030304"	"ENSG00000276025"
"OR5P2"	120065	"Or5p51"	"MGI:3030304"	"ENSG00000280931"
"OR5P2"	120065	"Or5p51"	"MGI:3030304"	"ENSG00000183303"
"OR5P2"	120065	"Or5p58"	"MGI:3030316"	"ENSG00000276025"
"OR5P2"	120065	"Or5p58"	"MGI:3030316"	"ENSG00000280931"
"OR5P2"	120065	"Or5p58"	"MGI:3030316"	"ENSG00000183303"
"OR5P2"	120065	"Or5p59"	"MGI:3030317"	"ENSG00000276025"
"OR5P2"	120065	"Or5p59"	"MGI:3030317"	"ENSG00000280931"
"OR5P2"	120065	"Or5p59"	"MGI:3030317"	"ENSG00000183303"
"OR5P2"	120065	"Or5p6"	"MGI:3030312"	"ENSG00000276025"
"OR5P2"	120065	"Or5p6"	"MGI:3030312"	"ENSG00000280931"
"OR5P2"	120065	"Or5p6"	"MGI:3030312"	"ENSG00000183303"
"OR5P2"	120065	"Or5p60"	"MGI:3030318"	"ENSG00000276025"
"OR5P2"	120065	"Or5p60"	"MGI:3030318"	"ENSG00000280931"
"OR5P2"	120065	"Or5p60"	"MGI:3030318"	"ENSG00000183303"
"OR5P2"	120065	"Or5p61"	"MGI:3030319"	"ENSG00000276025"
"OR5P2"	120065	"Or5p61"	"MGI:3030319"	"ENSG00000280931"
"OR5P2"	120065	"Or5p61"	"MGI:3030319"	"ENSG00000183303"
"OR5P2"	120065	"Or5p63"	"MGI:3030321"	"ENSG00000276025"
"OR5P2"	120065	"Or5p63"	"MGI:3030321"	"ENSG00000280931"
"OR5P2"	120065	"Or5p63"	"MGI:3030321"	"ENSG00000183303"
"OR5P2"	120065	"Or5p64"	"MGI:3030322"	"ENSG00000276025"
"OR5P2"	120065	"Or5p64"	"MGI:3030322"	"ENSG00000280931"
"OR5P2"	120065	"Or5p64"	"MGI:3030322"	"ENSG00000183303"
"OR5P2"	120065	"Or5p66"	"MGI:3030324"	"ENSG00000276025"
"OR5P2"	120065	"Or5p66"	"MGI:3030324"	"ENSG00000280931"
"OR5P2"	120065	"Or5p66"	"MGI:3030324"	"ENSG00000183303"
"OR5P2"	120065	"Or5p67"	"MGI:3030326"	"ENSG00000276025"
"OR5P2"	120065	"Or5p67"	"MGI:3030326"	"ENSG00000280931"
"OR5P2"	120065	"Or5p67"	"MGI:3030326"	"ENSG00000183303"
"OR5P2"	120065	"Or5p68"	"MGI:3030327"	"ENSG00000276025"
"OR5P2"	120065	"Or5p68"	"MGI:3030327"	"ENSG00000280931"
"OR5P2"	120065	"Or5p68"	"MGI:3030327"	"ENSG00000183303"
"OR5P2"	120065	"Or5p69"	"MGI:3030328"	"ENSG00000276025"
"OR5P2"	120065	"Or5p69"	"MGI:3030328"	"ENSG00000280931"
"OR5P2"	120065	"Or5p69"	"MGI:3030328"	"ENSG00000183303"
"OR5P2"	120065	"Or5p70"	"MGI:3030329"	"ENSG00000276025"
"OR5P2"	120065	"Or5p70"	"MGI:3030329"	"ENSG00000280931"
"OR5P2"	120065	"Or5p70"	"MGI:3030329"	"ENSG00000183303"
"OR5P2"	120065	"Or5p72"	"MGI:3030331"	"ENSG00000276025"
"OR5P2"	120065	"Or5p72"	"MGI:3030331"	"ENSG00000280931"
"OR5P2"	120065	"Or5p72"	"MGI:3030331"	"ENSG00000183303"
"OR5P2"	120065	"Or5p73"	"MGI:3030332"	"ENSG00000276025"
"OR5P2"	120065	"Or5p73"	"MGI:3030332"	"ENSG00000280931"
"OR5P2"	120065	"Or5p73"	"MGI:3030332"	"ENSG00000183303"
"OR5P2"	120065	"Or5p76"	"MGI:3030336"	"ENSG00000276025"
"OR5P2"	120065	"Or5p76"	"MGI:3030336"	"ENSG00000280931"
"OR5P2"	120065	"Or5p76"	"MGI:3030336"	"ENSG00000183303"
"OR5P2"	120065	"Or5p78"	"MGI:3030340"	"ENSG00000276025"
"OR5P2"	120065	"Or5p78"	"MGI:3030340"	"ENSG00000280931"
"OR5P2"	120065	"Or5p78"	"MGI:3030340"	"ENSG00000183303"
"OR5P2"	120065	"Or5p79"	"MGI:3030341"	"ENSG00000276025"
"OR5P2"	120065	"Or5p79"	"MGI:3030341"	"ENSG00000280931"
"OR5P2"	120065	"Or5p79"	"MGI:3030341"	"ENSG00000183303"
"OR5P2"	120065	"Or5p81"	"MGI:3030344"	"ENSG00000276025"
"OR5P2"	120065	"Or5p81"	"MGI:3030344"	"ENSG00000280931"
"OR5P2"	120065	"Or5p81"	"MGI:3030344"	"ENSG00000183303"
"OR5P3"	120066	"Or5p57"	"MGI:3030314"	"ENSG00000278253"
"OR5P3"	120066	"Or5p57"	"MGI:3030314"	"ENSG00000280808"
"OR5P3"	120066	"Or5p57"	"MGI:3030314"	"ENSG00000182334"
"OR5P3"	120066	"Or5p80"	"MGI:3030342"	"ENSG00000278253"
"OR5P3"	120066	"Or5p80"	"MGI:3030342"	"ENSG00000280808"
"OR5P3"	120066	"Or5p80"	"MGI:3030342"	"ENSG00000182334"
"OR5T1"	390155	"Or5t17"	"MGI:3030936"	"ENSG00000262784"
"OR5T1"	390155	"Or5t17"	"MGI:3030936"	"ENSG00000181698"
"OR5T1"	390155	"Or5t9"	"MGI:3030928"	"ENSG00000262784"
"OR5T1"	390155	"Or5t9"	"MGI:3030928"	"ENSG00000181698"
"OR5T2"	219464	"Or5t15"	"MGI:3030929"	"ENSG00000262851"
"OR5T2"	219464	"Or5t15"	"MGI:3030929"	"ENSG00000181718"
"OR5T2"	219464	"Or5t16"	"MGI:3030935"	"ENSG00000262851"
"OR5T2"	219464	"Or5t16"	"MGI:3030935"	"ENSG00000181718"
"OR5T2"	219464	"Or5t18"	"MGI:2177524"	"ENSG00000262851"
"OR5T2"	219464	"Or5t18"	"MGI:2177524"	"ENSG00000181718"
"OR5T2"	219464	"Or5t7"	"MGI:3030920"	"ENSG00000262851"
"OR5T2"	219464	"Or5t7"	"MGI:3030920"	"ENSG00000181718"
"OR5T3"	390154	"Or5t5"	"MGI:3030927"	"ENSG00000261897"
"OR5T3"	390154	"Or5t5"	"MGI:3030927"	"ENSG00000172489"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000243441"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000233046"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000242289"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000227137"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000240130"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000112461"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000230742"
"OR5V1"	81696	"Or5v1"	"MGI:2177493"	"ENSG00000243729"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000243441"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000233046"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000242289"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000227137"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000240130"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000112461"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000230742"
"OR5V1"	81696	"Or5v1b"	"MGI:2177494"	"ENSG00000243729"
"OR5W2"	390148	"Or5w11"	"MGI:3030965"	"ENSG00000187612"
"OR5W2"	390148	"Or5w22"	"MGI:1313138"	"ENSG00000187612"
"OR5W2"	390148	"Or5w8"	"MGI:3030985"	"ENSG00000187612"
"OR5W2"	390148	"Or8w1"	"MGI:3030966"	"ENSG00000187612"
"OR6A2"	8590	"Or6a2"	"MGI:97432"	"ENSG00000184933"
"OR6B1"	135946	"Or6b1"	"MGI:3030283"	"ENSG00000284939"
"OR6B1"	135946	"Or6b1"	"MGI:3030283"	"ENSG00000221813"
"OR6B2"	389090	"Or6b2"	"MGI:3031250"	"ENSG00000182083"
"OR6B2"	389090	"Or6b2b"	"MGI:3031249"	"ENSG00000182083"
"OR6B3"	150681	"Or6b3"	"MGI:3031248"	"ENSG00000178586"
"OR6C1"	390321	"Or6c1"	"MGI:3030636"	"ENSG00000205330"
"OR6C1"	390321	"Or6c1b"	"MGI:3030620"	"ENSG00000205330"
"OR6C2"	341416	"Or6c2"	"MGI:3030625"	"ENSG00000179695"
"OR6C2"	341416	"Or6c2b"	"MGI:3030603"	"ENSG00000179695"
"OR6C3"	254786	"Or6c3"	"MGI:3030622"	"ENSG00000205329"
"OR6C3"	254786	"Or6c3b"	"MGI:3030637"	"ENSG00000205329"
"OR6C6"	283365	"Or6c6"	"MGI:3030616"	"ENSG00000188324"
"OR6C6"	283365	"Or6c6b"	"MGI:3030613"	"ENSG00000188324"
"OR6C6"	283365	"Or6c6c"	"MGI:3030638"	"ENSG00000188324"
"OR6C65"	403282	"Or6c65"	"MGI:3030642"	"ENSG00000205328"
"OR6C65"	403282	"Or6c69c"	"MGI:3030656"	"ENSG00000205328"
"OR6C68"	403284	"Or6c209"	"MGI:3030633"	"ENSG00000205327"
"OR6C68"	403284	"Or6c35"	"MGI:3030615"	"ENSG00000205327"
"OR6C68"	403284	"Or6c68"	"MGI:3030614"	"ENSG00000205327"
"OR6C70"	390327	"Or6c217"	"MGI:3030649"	"ENSG00000184954"
"OR6C70"	390327	"Or6c69b"	"MGI:3030644"	"ENSG00000184954"
"OR6C70"	390327	"Or6c70"	"MGI:3030648"	"ENSG00000184954"
"OR6C74"	254783	"Or6c74"	"MGI:3030655"	"ENSG00000197706"
"OR6C75"	390323	"Or6c75"	"MGI:3030624"	"ENSG00000187857"
"OR6C76"	390326	"Or6c66"	"MGI:3030632"	"ENSG00000185821"
"OR6C76"	390326	"Or6c66b"	"MGI:3030626"	"ENSG00000185821"
"OR6C76"	390326	"Or6c76"	"MGI:3030643"	"ENSG00000185821"
"OR6C76"	390326	"Or6c76b"	"MGI:3030647"	"ENSG00000185821"
"OR6F1"	343169	"Or6f1"	"MGI:3030142"	"ENSG00000169214"
"OR6K2"	81448	"Or6k2"	"MGI:3030254"	"ENSG00000196171"
"OR6K3"	391114	"Or6k4"	"MGI:3030258"	"ENSG00000203757"
"OR6K6"	128371	"Or6k6"	"MGI:3030065"	"ENSG00000180433"
"OR6N1"	128372	"Or6n1"	"MGI:3030263"	"ENSG00000197403"
"OR6N2"	81442	"Or6n2"	"MGI:3030264"	"ENSG00000188340"
"OR6P1"	128366	"Or6p1"	"MGI:3030248"	"ENSG00000186440"
"OR6S1"	341799	"Or6s1"	"MGI:3030584"	"ENSG00000181803"
"OR6X1"	390260	"Or6x1"	"MGI:3030820"	"ENSG00000221931"
"OR6Y1"	391112	"Or6y1"	"MGI:3030054"	"ENSG00000197532"
"OR7A10"	390892	"Or7a35"	"MGI:3031185"	"ENSG00000127515"
"OR7A10"	390892	"Or7a36"	"MGI:3031186"	"ENSG00000127515"
"OR7A10"	390892	"Or7a37"	"MGI:3031187"	"ENSG00000127515"
"OR7A10"	390892	"Or7a40"	"MGI:109316"	"ENSG00000127515"
"OR7A10"	390892	"Or7a41"	"MGI:1333808"	"ENSG00000127515"
"OR7A10"	390892	"Or7c70"	"MGI:3031190"	"ENSG00000127515"
"OR7A17"	26333	"Or7a35"	"MGI:3031185"	"ENSG00000185385"
"OR7A17"	26333	"Or7a36"	"MGI:3031186"	"ENSG00000185385"
"OR7A17"	26333	"Or7a37"	"MGI:3031187"	"ENSG00000185385"
"OR7A17"	26333	"Or7a40"	"MGI:109316"	"ENSG00000185385"
"OR7A17"	26333	"Or7a41"	"MGI:1333808"	"ENSG00000185385"
"OR7A17"	26333	"Or7c70"	"MGI:3031190"	"ENSG00000185385"
"OR7A2P"	390894	"Or7a35"	"MGI:3031185"	"ENSG00000172148"
"OR7A2P"	390894	"Or7a36"	"MGI:3031186"	"ENSG00000172148"
"OR7A2P"	390894	"Or7a37"	"MGI:3031187"	"ENSG00000172148"
"OR7A2P"	390894	"Or7a40"	"MGI:109316"	"ENSG00000172148"
"OR7A2P"	390894	"Or7a41"	"MGI:1333808"	"ENSG00000172148"
"OR7A2P"	390894	"Or7c70"	"MGI:3031190"	"ENSG00000172148"
"OR7A5"	26659	"Or7a35"	"MGI:3031185"	"ENSG00000188269"
"OR7A5"	26659	"Or7a36"	"MGI:3031186"	"ENSG00000188269"
"OR7A5"	26659	"Or7a37"	"MGI:3031187"	"ENSG00000188269"
"OR7A5"	26659	"Or7a40"	"MGI:109316"	"ENSG00000188269"
"OR7A5"	26659	"Or7a41"	"MGI:1333808"	"ENSG00000188269"
"OR7A5"	26659	"Or7c70"	"MGI:3031190"	"ENSG00000188269"
"OR7C1"	26664	"Or7a35"	"MGI:3031185"	"ENSG00000127530"
"OR7C1"	26664	"Or7a36"	"MGI:3031186"	"ENSG00000127530"
"OR7C1"	26664	"Or7a37"	"MGI:3031187"	"ENSG00000127530"
"OR7C1"	26664	"Or7a40"	"MGI:109316"	"ENSG00000127530"
"OR7C1"	26664	"Or7a41"	"MGI:1333808"	"ENSG00000127530"
"OR7C1"	26664	"Or7c70"	"MGI:3031190"	"ENSG00000127530"
"OR7C2"	26658	"Or7a35"	"MGI:3031185"	"ENSG00000127529"
"OR7C2"	26658	"Or7a36"	"MGI:3031186"	"ENSG00000127529"
"OR7C2"	26658	"Or7a37"	"MGI:3031187"	"ENSG00000127529"
"OR7C2"	26658	"Or7a40"	"MGI:109316"	"ENSG00000127529"
"OR7C2"	26658	"Or7a41"	"MGI:1333808"	"ENSG00000127529"
"OR7C2"	26658	"Or7c70"	"MGI:3031190"	"ENSG00000127529"
"OR7D4"	125958	"Or7d10"	"MGI:2153206"	"ENSG00000174667"
"OR7D4"	125958	"Or7d11"	"MGI:3030701"	"ENSG00000174667"
"OR7D4"	125958	"Or7d9"	"MGI:1313142"	"ENSG00000174667"
"OR7E24"	26648	"Or7e173"	"MGI:3030700"	"ENSG00000237521"
"OR7E24"	26648	"Or7e174"	"MGI:3030702"	"ENSG00000237521"
"OR7E24"	26648	"Or7e175"	"MGI:3030703"	"ENSG00000237521"
"OR7E24"	26648	"Or7e176"	"MGI:3030706"	"ENSG00000237521"
"OR7E24"	26648	"Or7e177"	"MGI:3030707"	"ENSG00000237521"
"OR7E24"	26648	"Or7e178"	"MGI:109317"	"ENSG00000237521"
"OR7G1"	125962	"Or7g16"	"MGI:3030662"	"ENSG00000161807"
"OR7G1"	125962	"Or7g17"	"MGI:3030663"	"ENSG00000161807"
"OR7G1"	125962	"Or7g18"	"MGI:3030664"	"ENSG00000161807"
"OR7G1"	125962	"Or7g20"	"MGI:3030669"	"ENSG00000161807"
"OR7G1"	125962	"Or7g21"	"MGI:3030670"	"ENSG00000161807"
"OR7G1"	125962	"Or7g22"	"MGI:3030671"	"ENSG00000161807"
"OR7G1"	125962	"Or7g25"	"MGI:3030677"	"ENSG00000161807"
"OR7G1"	125962	"Or7g26"	"MGI:3030678"	"ENSG00000161807"
"OR7G1"	125962	"Or7g27"	"MGI:3030679"	"ENSG00000161807"
"OR7G1"	125962	"Or7g28"	"MGI:3030680"	"ENSG00000161807"
"OR7G1"	125962	"Or7g29"	"MGI:3030681"	"ENSG00000161807"
"OR7G1"	125962	"Or7g30"	"MGI:3030683"	"ENSG00000161807"
"OR7G1"	125962	"Or7g31"	"MGI:3030684"	"ENSG00000161807"
"OR7G1"	125962	"Or7g32"	"MGI:3030685"	"ENSG00000161807"
"OR7G1"	125962	"Or7g33"	"MGI:3030687"	"ENSG00000161807"
"OR7G1"	125962	"Or7g34"	"MGI:3030688"	"ENSG00000161807"
"OR7G1"	125962	"Or7g35"	"MGI:3030689"	"ENSG00000161807"
"OR7G2"	390882	"Or7g16"	"MGI:3030662"	"ENSG00000170923"
"OR7G2"	390882	"Or7g17"	"MGI:3030663"	"ENSG00000170923"
"OR7G2"	390882	"Or7g18"	"MGI:3030664"	"ENSG00000170923"
"OR7G2"	390882	"Or7g20"	"MGI:3030669"	"ENSG00000170923"
"OR7G2"	390882	"Or7g21"	"MGI:3030670"	"ENSG00000170923"
"OR7G2"	390882	"Or7g22"	"MGI:3030671"	"ENSG00000170923"
"OR7G2"	390882	"Or7g25"	"MGI:3030677"	"ENSG00000170923"
"OR7G2"	390882	"Or7g26"	"MGI:3030678"	"ENSG00000170923"
"OR7G2"	390882	"Or7g27"	"MGI:3030679"	"ENSG00000170923"
"OR7G2"	390882	"Or7g28"	"MGI:3030680"	"ENSG00000170923"
"OR7G2"	390882	"Or7g29"	"MGI:3030681"	"ENSG00000170923"
"OR7G2"	390882	"Or7g30"	"MGI:3030683"	"ENSG00000170923"
"OR7G2"	390882	"Or7g31"	"MGI:3030684"	"ENSG00000170923"
"OR7G2"	390882	"Or7g32"	"MGI:3030685"	"ENSG00000170923"
"OR7G2"	390882	"Or7g33"	"MGI:3030687"	"ENSG00000170923"
"OR7G2"	390882	"Or7g34"	"MGI:3030688"	"ENSG00000170923"
"OR7G2"	390882	"Or7g35"	"MGI:3030689"	"ENSG00000170923"
"OR7G3"	390883	"Or7g12"	"MGI:3030668"	"ENSG00000170920"
"OR7G3"	390883	"Or7g19"	"MGI:3030666"	"ENSG00000170920"
"OR8A1"	390275	"Or8a1"	"MGI:2661338"	"ENSG00000196119"
"OR8A1"	390275	"Or8a1b"	"MGI:1931271"	"ENSG00000196119"
"OR8B12"	219858	"Or8b12"	"MGI:3030708"	"ENSG00000170953"
"OR8B12"	219858	"Or8b12b"	"MGI:3030709"	"ENSG00000170953"
"OR8B12"	219858	"Or8b12c"	"MGI:3030710"	"ENSG00000170953"
"OR8B2"	26595	"Or8b3"	"MGI:2660712"	"ENSG00000284680"
"OR8B2"	26595	"Or8b3b"	"MGI:3030752"	"ENSG00000284680"
"OR8B3"	390271	"Or8b3"	"MGI:2660712"	"ENSG00000284609"
"OR8B3"	390271	"Or8b3b"	"MGI:3030752"	"ENSG00000284609"
"OR8B4"	283162	"Or8b4"	"MGI:3030712"	"ENSG00000280090"
"OR8B8"	26493	"Or8b8"	"MGI:2177528"	"ENSG00000197125"
"OR8D1"	283159	"Or8d1"	"MGI:109309"	"ENSG00000196341"
"OR8D1"	283159	"Or8d1b"	"MGI:3030767"	"ENSG00000196341"
"OR8D1"	283159	"Or8d23"	"MGI:3030764"	"ENSG00000196341"
"OR8D2"	283160	"Or8d2"	"MGI:3030758"	"ENSG00000279116"
"OR8D2"	283160	"Or8d2b"	"MGI:3030760"	"ENSG00000279116"
"OR8D4"	338662	"Or8d4"	"MGI:3030819"	"ENSG00000181518"
"OR8G1"	26494	"Or8g18"	"MGI:3031371"	"ENSG00000197849"
"OR8G1"	26494	"Or8g19"	"MGI:109308"	"ENSG00000197849"
"OR8G1"	26494	"Or8g20"	"MGI:1333829"	"ENSG00000197849"
"OR8G1"	26494	"Or8g23"	"MGI:3030771"	"ENSG00000197849"
"OR8G1"	26494	"Or8g26"	"MGI:3030777"	"ENSG00000197849"
"OR8G1"	26494	"Or8g28"	"MGI:3030779"	"ENSG00000197849"
"OR8G1"	26494	"Or8g30"	"MGI:3030782"	"ENSG00000197849"
"OR8G1"	26494	"Or8g32"	"MGI:3030785"	"ENSG00000197849"
"OR8G1"	26494	"Or8g34"	"MGI:3030788"	"ENSG00000197849"
"OR8G1"	26494	"Or8g4"	"MGI:3030801"	"ENSG00000197849"
"OR8G2P"	26492	"Or8g2"	"MGI:3030063"	"ENSG00000181214"
"OR8G2P"	26492	"Or8g2b"	"MGI:3030805"	"ENSG00000181214"
"OR8G3P"	387815	"Or8g2"	"MGI:3030063"	"ENSG00000255425"
"OR8G3P"	387815	"Or8g2b"	"MGI:3030805"	"ENSG00000255425"
"OR8G5"	219865	"Or8g17"	"MGI:2660711"	"ENSG00000255298"
"OR8G5"	219865	"Or8g21"	"MGI:3030769"	"ENSG00000255298"
"OR8G5"	219865	"Or8g22"	"MGI:3030770"	"ENSG00000255298"
"OR8H1"	219469	"Or8h10"	"MGI:3030934"	"ENSG00000262611"
"OR8H1"	219469	"Or8h10"	"MGI:3030934"	"ENSG00000181693"
"OR8H1"	219469	"Or8h6"	"MGI:3030930"	"ENSG00000262611"
"OR8H1"	219469	"Or8h6"	"MGI:3030930"	"ENSG00000181693"
"OR8H1"	219469	"Or8h7"	"MGI:3030931"	"ENSG00000262611"
"OR8H1"	219469	"Or8h7"	"MGI:3030931"	"ENSG00000181693"
"OR8H1"	219469	"Or8h8"	"MGI:3030932"	"ENSG00000262611"
"OR8H1"	219469	"Or8h8"	"MGI:3030932"	"ENSG00000181693"
"OR8H1"	219469	"Or8h9"	"MGI:3030933"	"ENSG00000262611"
"OR8H1"	219469	"Or8h9"	"MGI:3030933"	"ENSG00000181693"
"OR8H2"	390151	"Or8h10"	"MGI:3030934"	"ENSG00000181767"
"OR8H2"	390151	"Or8h6"	"MGI:3030930"	"ENSG00000181767"
"OR8H2"	390151	"Or8h7"	"MGI:3030931"	"ENSG00000181767"
"OR8H2"	390151	"Or8h8"	"MGI:3030932"	"ENSG00000181767"
"OR8H2"	390151	"Or8h9"	"MGI:3030933"	"ENSG00000181767"
"OR8H3"	390152	"Or8h10"	"MGI:3030934"	"ENSG00000181761"
"OR8H3"	390152	"Or8h6"	"MGI:3030930"	"ENSG00000181761"
"OR8H3"	390152	"Or8h7"	"MGI:3030931"	"ENSG00000181761"
"OR8H3"	390152	"Or8h8"	"MGI:3030932"	"ENSG00000181761"
"OR8H3"	390152	"Or8h9"	"MGI:3030933"	"ENSG00000181761"
"OR8I2"	120586	"Or8i2"	"MGI:3030938"	"ENSG00000172154"
"OR8J1"	219477	"Or8j3"	"MGI:3030879"	"ENSG00000262796"
"OR8J1"	219477	"Or8j3"	"MGI:3030879"	"ENSG00000172487"
"OR8J1"	219477	"Or8j3b"	"MGI:3030891"	"ENSG00000262796"
"OR8J1"	219477	"Or8j3b"	"MGI:3030891"	"ENSG00000172487"
"OR8J1"	219477	"Or8j3c"	"MGI:3030896"	"ENSG00000262796"
"OR8J1"	219477	"Or8j3c"	"MGI:3030896"	"ENSG00000172487"
"OR8J2"	81169	"Or8j3"	"MGI:3030879"	"ENSG00000263150"
"OR8J2"	81169	"Or8j3"	"MGI:3030879"	"ENSG00000254658"
"OR8J2"	81169	"Or8j3b"	"MGI:3030891"	"ENSG00000263150"
"OR8J2"	81169	"Or8j3b"	"MGI:3030891"	"ENSG00000254658"
"OR8J2"	81169	"Or8j3c"	"MGI:3030896"	"ENSG00000263150"
"OR8J2"	81169	"Or8j3c"	"MGI:3030896"	"ENSG00000254658"
"OR8J3"	81168	"Or8j3"	"MGI:3030879"	"ENSG00000167822"
"OR8J3"	81168	"Or8j3b"	"MGI:3030891"	"ENSG00000167822"
"OR8J3"	81168	"Or8j3c"	"MGI:3030896"	"ENSG00000167822"
"OR8K1"	390157	"Or8k1"	"MGI:3030880"	"ENSG00000263328"
"OR8K1"	390157	"Or8k1"	"MGI:3030880"	"ENSG00000150261"
"OR8K3"	219473	"Or8k22"	"MGI:3030888"	"ENSG00000262755"
"OR8K3"	219473	"Or8k22"	"MGI:3030888"	"ENSG00000280314"
"OR8K3"	219473	"Or8k24"	"MGI:3030892"	"ENSG00000262755"
"OR8K3"	219473	"Or8k24"	"MGI:3030892"	"ENSG00000280314"
"OR8K3"	219473	"Or8k25"	"MGI:3030895"	"ENSG00000262755"
"OR8K3"	219473	"Or8k25"	"MGI:3030895"	"ENSG00000280314"
"OR8K3"	219473	"Or8k27"	"MGI:3030899"	"ENSG00000262755"
"OR8K3"	219473	"Or8k27"	"MGI:3030899"	"ENSG00000280314"
"OR8K3"	219473	"Or8k28"	"MGI:3030900"	"ENSG00000262755"
"OR8K3"	219473	"Or8k28"	"MGI:3030900"	"ENSG00000280314"
"OR8K3"	219473	"Or8k3"	"MGI:3030881"	"ENSG00000262755"
"OR8K3"	219473	"Or8k3"	"MGI:3030881"	"ENSG00000280314"
"OR8K3"	219473	"Or8k30"	"MGI:3030910"	"ENSG00000262755"
"OR8K3"	219473	"Or8k30"	"MGI:3030910"	"ENSG00000280314"
"OR8K3"	219473	"Or8k32"	"MGI:3030913"	"ENSG00000262755"
"OR8K3"	219473	"Or8k32"	"MGI:3030913"	"ENSG00000280314"
"OR8K3"	219473	"Or8k33"	"MGI:3030914"	"ENSG00000262755"
"OR8K3"	219473	"Or8k33"	"MGI:3030914"	"ENSG00000280314"
"OR8K3"	219473	"Or8k35"	"MGI:3030916"	"ENSG00000262755"
"OR8K3"	219473	"Or8k35"	"MGI:3030916"	"ENSG00000280314"
"OR8K3"	219473	"Or8k37"	"MGI:3030918"	"ENSG00000262755"
"OR8K3"	219473	"Or8k37"	"MGI:3030918"	"ENSG00000280314"
"OR8K3"	219473	"Or8k38"	"MGI:3030919"	"ENSG00000262755"
"OR8K3"	219473	"Or8k38"	"MGI:3030919"	"ENSG00000280314"
"OR8K3"	219473	"Or8k39"	"MGI:3030923"	"ENSG00000262755"
"OR8K3"	219473	"Or8k39"	"MGI:3030923"	"ENSG00000280314"
"OR8K3"	219473	"Or8k3b"	"MGI:3030921"	"ENSG00000262755"
"OR8K3"	219473	"Or8k3b"	"MGI:3030921"	"ENSG00000280314"
"OR8K3"	219473	"Or8k40"	"MGI:3030924"	"ENSG00000262755"
"OR8K3"	219473	"Or8k40"	"MGI:3030924"	"ENSG00000280314"
"OR8K3"	219473	"Or8k41"	"MGI:3030062"	"ENSG00000262755"
"OR8K3"	219473	"Or8k41"	"MGI:3030062"	"ENSG00000280314"
"OR8K5"	219453	"Or8k16"	"MGI:3030842"	"ENSG00000181752"
"OR8K5"	219453	"Or8k17"	"MGI:3030882"	"ENSG00000181752"
"OR8K5"	219453	"Or8k18"	"MGI:3030883"	"ENSG00000181752"
"OR8K5"	219453	"Or8k20"	"MGI:3030885"	"ENSG00000181752"
"OR8K5"	219453	"Or8k21"	"MGI:3030887"	"ENSG00000181752"
"OR8S1"	341568	"Or8s16"	"MGI:3030119"	"ENSG00000284723"
"OR8S1"	341568	"Or8s2"	"MGI:3030117"	"ENSG00000284723"
"OR8S1"	341568	"Or8s5"	"MGI:3030118"	"ENSG00000284723"
"OR8U1"	219417	"Or8u8"	"MGI:1333748"	"ENSG00000172199"
"OR8U1"	219417	"Or8u9"	"MGI:3030878"	"ENSG00000172199"
"OR8U3"	219479	"Or8u3-ps"	"MGI:3030872"	"ENSG00000279961"
"OR8U8"	504189	"Or8u8"	"MGI:1333748"	"ENSG00000262315"
"OR8U8"	504189	"Or8u9"	"MGI:3030878"	"ENSG00000262315"
"OR8U9"	504190	"Or8u8"	"MGI:1333748"	"ENSG00000281038"
"OR8U9"	504190	"Or8u9"	"MGI:3030878"	"ENSG00000281038"
"OR9A1P"	26495	"Or9a7"	"MGI:3030295"	"ENSG00000237621"
"OR9A2"	135924	"Or9a2"	"MGI:3030293"	"ENSG00000273914"
"OR9A2"	135924	"Or9a2"	"MGI:3030293"	"ENSG00000179468"
"OR9A4"	130075	"Or9a4"	"MGI:3030294"	"ENSG00000258083"
